setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OzlVM,323.15,0.472,101.3,1326.4,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,323.15,0.5745,101.3,1350.7,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,323.15,0.673,101.3,1369.5,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,323.15,0.7799,101.3,1385.7,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,323.15,0.8948,101.3,1400.9,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,323.15,1,101.3,1412.2,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0,101.3,1023,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.0898,101.3,1129.8,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.1882,101.3,1205.7,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.2749,101.3,1252.1,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.3754,101.3,1292.5,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.472,101.3,1321.3,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.5745,101.3,1345.8,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.673,101.3,1364.7,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.7799,101.3,1380.9,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,0.8948,101.3,1396.1,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
OzlVM,328.15,1,101.3,1407.5,Liu et al. (2018a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
